uri_s,title_s,authFullName_s,docType_s,doiId_s,publicationDateY_i,producedDate_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,language_s
https://hal.archives-ouvertes.fr/hal-01332445,Spaces to foster and sustain innovation: Towards a conceptual framework,"Ferney Osorio Bustamante,José-Ismael Pena Reyes,Mauricio Camargo,Laurent Dupont",COMM,10.1109/ICE.2015.7438661,2016,2015-06-22,,,"2015 IEEE International Conference on Engineering, Technology and Innovation/ International Technology Management Conference (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-01723983,A review of methods for modelling shared decision-making process in a smart city living lab,"Tran Thi Hoang Giang,Mauricio Camargo,Laurent Dupont,Frédérique Mayer",COMM,10.1109/ICE.2017.8279888,2017,2017-06-27,,,"2017 International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-02010213,Agile innovation: Creating value in uncertain environments,Laurent Dupont,ART,10.3917/jie.028.0001,2019,2019,Journal of Innovation Economics & Management,De Boeck Supérieur,,en
https://hal.univ-lorraine.fr/hal-01736679,"Données de masse\, ingénierie collaborative\, intégration des usages\, etc. La Smart City espace de convergence de nouveaux métiers et d’évolution des pratiques",Laurent Dupont,COMM,,2015,2015-05-11,,,Séminaire Réseau de Recherche sur l’Innovation,fr
https://hal.univ-lorraine.fr/hal-01885133,"Air quality monitoring using stationary versus mobile sensing units: a case study from Lorraine\, France","Adriana-Simona Mihaita,Laurent Dupont,Olivier Cherry,Mauricio Camargo,Chen Cai",COMM,,2018,2018-09-17,,,25th ITS World Congress 2018,en
https://hal.univ-lorraine.fr/hal-01736697,"Un FabLab\, ça sert à quoi ? The Conversation","Laurent Dupont,Laure Morel,Pascal Lhoste",OTHER,,2017,2017-06-26,,,,fr
https://hal.archives-ouvertes.fr/hal-01332219,The role of mock-ups in the anticipation of the user experience within a living lab: An empirical study,"Laurent Dupont,Claudine Guidat,Laure Morel,Nathalie Skiba",COMM,10.1109/ICE.2015.7438669,2015,2015-06-22,,,"2015 IEEE International Conference on Engineering, Technology and Innovation/ International Technology Management Conference (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-01736690,(Éco)Mobilité dans la Ville - Témoignage sur la démarche innovante du Grand Nancy dans le cadre de l’ÉcoQuartier “Nancy Grand Coeur”,"Frédéric Chastanier,Laurent Dupont",COMM,,2015,2015-03-26,,,"Séminaire du comité Scientifique EcoQuartier, Ministère de l'Egalité des Territoires et du Logement",fr
https://hal.archives-ouvertes.fr/hal-01333514,"A space for innovation process acceleration\, supporting collaborative citizens workshops","Nathalie Skiba,Laurent Dupont,Laure Morel,Claudine Guidat",COMM,10.1109/ICE.2012.6297646,2012,2012-06-18,,,"2012 18th International Conference on Engineering, Technology and Innovation",en
https://hal.univ-lorraine.fr/hal-01736694,Contribution to setting up a sustainable learning in an eco-neighborhood development plan based on “Serious game”,"Lamia Brissel,Laurent Dupont,Laure Morel",COMM,10.1109/ITMC.2013.7352607,2015,2013-06-24,,,2013 IEEE International Technology Management Conference & 19th ICE Conference (ITMC),en
https://hal.archives-ouvertes.fr/hal-02412591,Lorraine Fab Living Lab : Mise en place d'un éco-système de co-production,Laurent Dupont,COMM,,2019,2019-06-04,,,"Rencontres semestrielles sur les liens entre la Ville et l’Université - Les Entretiens de Sceaux 2e session ""Territoire apprenant...  id est ?""",fr
https://hal.univ-lorraine.fr/hal-02010208,Communautés et agilité : la complexité de l’organisation innovante,"Florence Crespin-Mazet,Karine Goglio-Primard,Claude Guittard,Laurent Dupont",ART,10.3917/inno.058.0005,2019,2019,Innovations - Revue d’économie et de management de l'innovation,De Boeck Supérieur,,fr
https://hal.archives-ouvertes.fr/hal-02510621,Use as essential factor for Technology Adoption: Case study of electric vehicle’s uses in French regional Ecosystem,"Julien Hubert,Laurent Dupont,Claudine Guidat",COMM,10.1109/ICE/ITMC39735.2016.9026122,2016,2016-06-13,,,"2016 International Conference on Engineering, Technology and Innovation/IEEE lnternational Technology Management Conference (ICE/ITMC}",en
https://hal.archives-ouvertes.fr/hal-02568255,"Livrable 2B du projet DIACLIMAP (DIAgnostic CLImatique des quartiers urbains pour une Méthodologie d'Assistance à la Planification),Deliverable 2B of the DIACLIMAP project (CLImatic DIAgnostic of Urban Districts for a Planning Assistance Methodology)","Laurent Dupont,Olivier Chery",REPORT,,2017,2017-04,,,,fr
https://hal.archives-ouvertes.fr/hal-02568271,"Livrable 2 - projet DHDA – Des Hommes et Des Arbres\, les racines de demain. Lauréat de l’AMI Territoire Innovant de Grande Ambition (TIGA) étude 8 La Fabrique DHDA (mise en perspective du mode Living Lab sur l’écosystème du projet)","Claudine Guidat,Laurent Dupont,Mathieu Ruillet",REPORT,,2018,2018-11,,,,fr
https://hal.univ-lorraine.fr/hal-02010217,Living lab as a support to trust for co-creation of value: application to the consumer energy market,"Laurent Dupont,Joëlle Mastelic,Nathalie Nyffeler,Sophie Latrille,Eric Seulliet",ART,10.3917/jie.028.0053,2019,2019,Journal of Innovation Economics & Management,De Boeck Supérieur,,en
https://hal.univ-lorraine.fr/hal-01736700,LF2L : une invitation à innover,"l'équipe Thi'Journal,Laurent Dupont",OTHER,,2017,2017-03-01,,,,fr
https://hal.univ-lorraine.fr/hal-01736689,Présentation de la plate-forme Lorraine Fab Living Lab ® : Retour d'expérience sur la genèse et son fonctionnement,Laurent Dupont,COMM,,2015,2015-04-14,,,"Groupe de travail ""open labs"" : de nouveaux modèles d'innovation ? de l’ANRT-Futuris et ESG Management School avec France Living Labs (F2L)",fr
https://hal.archives-ouvertes.fr/hal-02047441,Confiance et Technologie : Deux Dimensions de l’Innovation Ouverte et Agile appliquée à l’Énergie,"Laurent Dupont,Joëlle Mastelic,Nathalie Nyffeler,Sophie Latrille,Eric Seulliet",ART,10.21494/ISTE.OP.2019.0314,2019,2019-01-07,Technologie et innovation,ISTE OpenScience,,en
https://hal.archives-ouvertes.fr/hal-02568260,"Livrable 1 - projet DHDA – Des Hommes et Des Arbres\, les racines de demain Lauréat de l’AMI Territoire Innovant de Grande Ambition (TIGA) étude 8 La Fabrique DHDA (mise en œuvre du mode Living Lab)","Claudine Guidat,Laurent Dupont,Mathieu Ruillet",REPORT,,2018,2018-07,,,,fr
https://hal.archives-ouvertes.fr/hal-01331887,Exploring the Appropriateness of Different Immersive Environments in the Context of an Innovation Process for Smart Cities,"Laurent Dupont,Laure Morel,Marc Pallot",COMM,10.1109/ICE/ITMC39735.2016.9025965,2016,2016-06-13,,,22nd ICE/IEEE International Technology Management Conference,en
https://hal.univ-lorraine.fr/hal-01736667,"“Empowering everyone to innovate”\, Sharing vision(s) and practices of how to achieve it through collaboratories.","Brigitte Trousse,Arthur Serra,Virginie Zingraff,Laurent Dupont",COMM,,2016,2016-08-23,,,Open Living Labs Days,en
https://hal.univ-lorraine.fr/hal-01723992,Retour d'expérience sur la co-conception de l'éco-quartier urbain Nancy Grand Cœur,Laurent Dupont,COMM,,2017,2017-01-06,,,"Séminaire LQE - Journée ""Urbanisme durable - Animer, concerter, faire participer""",fr
https://hal.univ-lorraine.fr/hal-01736671,"L’innovation numérique\, facteur de développement des territoires ruraux",Laurent Dupont,COMM,,2016,2016-06-19,,,Défis numériques des territoires ruraux. Infrastructures et usages. Regards croisés en Grande Région,fr
https://hal.univ-lorraine.fr/hal-01723984,“Smarterized” urban project process with living lab approach: Exploration through a case study,"Jonathan Lacroix,Laurent Dupont,Claudine Guidat",COMM,10.1109/ICE.2017.8279939,2017,2017-06-27,,,"2017 International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-01736680,Le « Coworking »,Laurent Dupont,COMM,,2015,2015-05-11,,,Séminaire CGPME des Vosges,fr
https://hal.univ-lorraine.fr/hal-01723993,"Livrable Final "" Linky by Makers "" Productions scientifiques et techniques - Période Janvier 2017 à Juin 2017","Laurent Dupont,Alex Gabriel,Mauricio Camargo",REPORT,,2017,2017-07,,,,fr
https://hal.univ-lorraine.fr/hal-01723989,ICE Breaking: Disentangling Factors Affecting the Performance of Immersive Co-creation Environments,"Marc Pallot,Laurent Dupont,Olivier Christmann,Vincent Boly,Laure Morel,Richir Simon",COMM,,2017,2017-03-22,,,Laval Virtual - Virtual Reality International Congress (VRIC) '17,en
https://hal.archives-ouvertes.fr/hal-02942144,Interface modeling for product‐service system integration,"Elaheh Maleki,Farouk Belkadi,Eric Bonjour,Ali Slayman,Alain Bernard",ART,10.1002/sys.21522,2019,2019-09-19,Systems Engineering,Wiley,,en
https://hal.univ-lorraine.fr/hal-01522506,Reverse logistics network design for a biogas plant: An approach based on MILP optimization and Analytical Hierarchical Process (AHP),"Daniel Galvez,Auguste Rakotondranaivo,Laure Morel,Mauricio Camargo,Michel Fick",ART,10.1016/j.jmsy.2014.12.005,2015,2015-10,Journal of Manufacturing Systems,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02266922,"Innovation Acceptability in Elderly Care: A Risk Evaluation Approach,Acceptabilité des innovations pour la prise en Charge des personnes âgées : une approche par l’évaluation de risques.","Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour",COMM,,2019,2019-06-17,,,"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.archives-ouvertes.fr/hal-02266978,Constellation of Innovation Laboratories: A Scientific Outlook,"Ferney Osorio,Laurent Dupont,Mauricio Camargo,José Ismael Peña",COMM,10.1109/ICE.2019.8792816,2019,2019-06-17,,,"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.archives-ouvertes.fr/hal-02278907,Activity Modeling of Preliminary Additive Manufacturing Process Planning,"Shervin Kadkhoda-Ahmadi,Alaa Hassan,Elnaz Asadollahi-Yazdi",COMM,,2019,2019-05-08,,,CIRP Design,en
https://hal.archives-ouvertes.fr/hal-02290507,Collaborer et coopérer pour faire réseau : dynamique collective d'enseignants en formation à l'accompagnement pédagogique,"Raphaël Bary,Marie-Reine Boudarel",COMM,,2019,2019-06-19,,,Questions de Pédagogies dans l'Enseignement Supérieur,fr
https://hal.univ-lorraine.fr/hal-02321804,A collaborative tool to design the product/supply chain couple in a high-tech environment: application to an electromagnetic sensor,"Brunelle Marche,Vincent Boly,Frédérique Mayer,J. Roland Ortt",COMM,10.1109/ICE.2019.8792625,2019,2019-06-17,,,"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-02321814,The process of customer/supplier collaboration in innovation projects – A literature review,"Carlos Abraham Moya,Vincent Boly,Daniel Galvez,Laure Morel,Brunelle Marche",COMM,10.1109/ICE.2019.8792642,2019,2019-06-17,,,"2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal-mines-paristech.archives-ouvertes.fr/hal-00969300,Brainstorming versus creative design reasoning,"Akın Kazakçı,Thomas Gillier,Gerald Piat,Armand Hatchuel",COMM,,2014,2014-06-21,,,Design computing and cognition 2014,en
https://hal.archives-ouvertes.fr/hal-02453808,"Shaping a Public Innovation Laboratory in Bogota: Learning through Time\, Space and Stakeholders","Ferney Osorio,Laurent Dupont,Mauricio Camargo,Carlos Sandoval,José Ismael Peña",ART,10.3917/jie.pr1.0066,2020,2020,Journal of Innovation Economics & Management,De Boeck Supérieur,,en
https://hal.archives-ouvertes.fr/hal-00708091,An application of multi-criteria decision aids models for Case-Based Reasoning,"Negar Armaghan,Jean Renaud",ART,10.1016/j.ins.2012.04.033,2012,2012,Information Sciences,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-00734951,From urban concept to urban engineering: The contribution of distributed collaborative design to the management of urban projects,"Laurent Dupont,Vida Gholipour,Laure Morel,Jean-Claude Bignon,Claudine Guidat",ART,10.1080/13574809.2012.666208,2012,2012-03-28,Journal of Urban Design,Taylor & Francis (Routledge),,en
https://hal.archives-ouvertes.fr/hal-02168355,Process and resource selection methodology in design for additive manufacturing,"Shervin Kadkhoda-Ahmadi,Alaa Hassan,Elnaz Asadollahi-Yazdi",ART,10.1007/s00170-019-03991-w,2019,2019-06-14,International Journal of Advanced Manufacturing Technology,Springer Verlag,,en
https://hal.inria.fr/hal-01713737,An Organizational Model to Understand the Creativity Workshop,"Pedro Barrios,Davy Monticolo,Sahbi Sidhom,Alex Gabriel",COMM,10.1109/SITIS.2017.87,2017,2017-12-04,,,SITIS - The 13th International Conference on SIGNAL IMAGE TECHNOLOGY & INTERNET BASED SYSTEMS,en
https://hal.inria.fr/hal-01699590v2,A Semantic Approach to Manage Ideas in an Innovation Process,"Pedro Chavez Barrios\, Davy Monticolo\, Sahbi Sidhom,Davy Monticolo,Sahbi Sidhom",POSTER,,2018,2018-02-13,,,SÉMINAIRE DE L'ÉCOLE DOCTORALE RP2E : 13 Février 2018,en
https://hal.archives-ouvertes.fr/hal-00841560,Comment relier l'ingénierie système et la sûreté de fonctionnement ?,"Pierre Mauborgne,Samuel Deniaud,Eric Levrat,Eric Bonjour,Pascal Lamothe,Dominique Loise,Jean Pierre Micaëlli",COMM,,2013,2013-06-12,,,"10e Congrès international de Génie Industriel, CIGI'2013",fr
https://hal.archives-ouvertes.fr/hal-02878128,"Les espaces Do It Yourself\, vivre ou survivre ?","Laurent Dupont,Laure Morel",OTHER,,2020,2020-02-21,,,,fr
https://hal.univ-lorraine.fr/hal-01868811,A Universal Framework For Systemizing the Evaluation of Immersive And Collaborative Performance,"Laurent Dupont,Marc Pallot,Olivier Christmann,Simon Richir",COMM,10.1145/3234253.3234306,2018,2018-04-04,,,VRIC '18: Virtual Reality International Conference - Laval Virtual,en
https://tel.archives-ouvertes.fr/tel-01749419v2,"Proposition d'un système de pilotage du processus d'innovation NSD pour le secteur de la finance,Proposal for a system dedicated to NSD service innovation process management for financial sector",Monica David Le Bezvoët,THESE,,2013,2013-03-14,,,,fr
https://hal.univ-lorraine.fr/tel-02518459,"L’approche Urban Living Lab pour insuffler l’innovation en urbanisme ? Contribution à la conception d’une ingénierie de pilotage de l’innovation urbaine : application à l’Opération d’Intérêt National d’Alzette Belval,Inspire innovation into urban planning with Urban Living Lab approach? Contribution to the design of an urban innovation management engineering : application to the Opération d’Intérêt National d’Alzette Belval",Jonathan Lacroix,THESE,,2019,2019-12-09,,,,fr
https://hal.univ-lorraine.fr/tel-02103198,"Favoriser l’adoption des mobilités actives : proposition d’une démarche de conception centrée usage pour accompagner un territoire dans l’élaboration de ses politiques de transport,Promote adoption of active mobility : a use-centered design approach to help territory to develop transport policies",Aline Convolte,THESE,,2018,2018-11-20,,,,fr
https://hal.univ-lorraine.fr/tel-02517128,"From “shared diagnosis” to “shared action” : how Living Lab process can support decision-making process involving citizen for Smart City,D’un « diagnostic partagé » à « l’action partagée » : comment le mode projet Living Lab peut alimenter le processus d’aide à la décision du « faire la ville » en intégrant les citoyens pour une ville intelligente",Tran Thi Hoang Giang,THESE,,2019,2019-11-13,,,,en
https://hal.univ-lorraine.fr/tel-01751396,"Évaluation de la capacité à innover : une approche par auto évaluation et suivi supporté par des analyses multicritères dynamiques,Evaluation of Innovation capabilities: A self assessment approach and monitoring supported by multi-criteria dynamic analysis",Daniel Galvez Manriquez,THESE,,2015,2015-02-09,,,,fr
https://hal.univ-lorraine.fr/tel-02499176,"Design of information and technology tools to support the process of creativity and innovation,Conception d'outils d'information et de technologie pour soutenir le processus de créativité et d'innovation",Pedro Chávez Barrios,THESE,,2019,2019-09-05,,,,en
https://hal.archives-ouvertes.fr/hal-01673542,"Prise en compte des problèmes inter-métiers lors de l’introduction d’une innovation liée à l’industrie 4.0 : intégration à un processus de conception d’offre,Consideration of inter-trades issues when introducing an innovation related to Industry 4.0: integration to a specification and offer design process","Emilie Bonnetto,Bernard Yannou,Gwenola Yannou-Le Bris,Vincent Boly",COMM,,2017,2017-05-03,,,Congrès International de Géne Industriel (CIGI),fr
https://hal.archives-ouvertes.fr/hal-01061478,Low-Molecular-Weight Glycerol Esters as Plasticizers for Poly(vinyl chloride),"Oscar Suarez,Paulo Narvaez,Jean-Pierre Corriou,Mauricio Camargo,Christian Fonteix",ART,10.1002/vnl.21351,2014,2014-06,Journal of Vinyl and Additive Technology,Wiley,,en
https://hal.univ-lorraine.fr/hal-01522509,An agent-based system to build project memories during engineering projects,"Davy Monticolo,Simona Mihaita,Hind Darwich,Vincent Hilaire",ART,10.1016/j.knosys.2013.12.022,2014,2014-09,Knowledge-Based Systems,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01522510,Enhancing experience reuse and learning,"Eric Bonjour,Laurent Geneste,Ralph Bergmann",ART,10.1016/j.knosys.2014.06.024,2014,2014-09,Knowledge-Based Systems,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01838483,Key challenges and requirements for sustainable and industrialized biorefinery supply chain design and management: A bibliographic analysis,"Andrea Teresa Espinoza Pérez,Mauricio Camargo,Paulo César Narváez Rincón,Miguel Alfaro Marchant",ART,10.1016/j.rser.2016.11.084,2017,2017-03,Renewable and Sustainable Energy Reviews,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01061482,Evaluating innovative processes in french firms: Methodologicalproposition for firm innovation capacity evaluation,"Vincent Boly,Laure Morel,Guillaume Assielou N'Doli,Mauricio Camargo",ART,10.1016/j.respol.2013.09.005,2014,2014,Research Policy,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02398793,Closed loop supply chain network for local and distributed plastic recycling for 3D printing: a MILP-based optimization approach,"Pavlo Santander,Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo",ART,10.1016/j.resconrec.2019.104531,2020,2020-03,"Resources, Conservation and Recycling",Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02487442,System control of situations perceived by their simplexity: case-study and open-issues,"Frédérique Mayer,Jean-Marc Dupont,David Gouyon,Eric Levrat,Jean-Pierre Hennebicq,Gérard Morel",UNDEFINED,,2020,2020-02-21,,,,en
https://hal.univ-lorraine.fr/hal-02366024,Enjeux et défis d’une ingénieirie entrepreneuriale,"Christophe Schmitt,Laure Morel",COUV,,2018,2018,,,,fr
https://hal.univ-lorraine.fr/hal-02537774,Ingénierie entrepreneuriale : regards croisés pour innover et créer de la valeur,"Laure Morel,Christophe Schmitt",DOUV,,2017,2017,,,,fr
https://hal.archives-ouvertes.fr/hal-01238123,Dynamic response of viscoelastic multilayers structures using solid-shell finite elements,"Fessal Kpeky,Hakim Boudaoud,Hocine Chalal,Farid Abed-Meraim,El Mostafa Daya",COMM,,2014,2014-06-16,,,"XIXth Symposium VISHNO (Vibrations, Shocks and Noise)",en
https://hal.archives-ouvertes.fr/hal-01203320,Vibration modeling of sandwich structures using solid-shell finite elements,"Fessal Kpeky,Hakim Boudaoud,Hocine Chalal,Farid Abed-Meraim,El Mostafa Daya",COMM,,2014,2014-07-20,,,"11th World Congress on Computational Mechanics, WCCM 2014, the 5th European Conference on Computational Mechanics, ECCM 2014 and the 6th European Conference on Computational Fluid Dynamics, ECFD 2014",en
https://hal.archives-ouvertes.fr/hal-02006063,Interfaces modeling for Product-Service System integration,"Elaheh Maleki,Farouk Belkadi,Eric Bonjour,Alain Bernard",COMM,,2019,2019-06-18,,,IEEE 2018 13th Annual Conference on System of Systems Engineering (SoSE),en
https://hal.univ-lorraine.fr/hal-01895196,La performance au bloc opératoire : le Lean Six-sigma est-il applicable et pertinent ?,"Fabienne Paillet,Auguste Rakotondranaivo,Elisabeth Gloaguen.",COMM,,2018,2018-08-27,,,9ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers - GISEH,fr
https://hal.univ-lorraine.fr/hal-01895198,Le Lean au service de la performance : application de la démarche DMAIC pour la restructuration d’un service de pédiatrie,"Audrey Janus,Auguste Rakotondranaivo,Laurence Bolardi",COMM,,2018,2018-08-27,,,9ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers - GISEH,fr
https://hal.archives-ouvertes.fr/hal-01891048,"Integration of technology management\, prospective and innovation strategy: the case of a luminaire manufacturer","Brunelle Marche,Vincent Boly,Mauricio Camargo",COMM,,2017,2017-05,,,IAMOT,en
https://hal.univ-lorraine.fr/hal-01841822,Exploring the notion of situation for responsive manufacturing systems specification issues,Frédérique Mayer,COMM,,2018,2018-06-11,,,16th IFAC INCOM,en
https://hal.archives-ouvertes.fr/hal-01885250,Implementing of Project-Based and Skill Assessment Pedagogy in Mechatronics Course,"Alaa Hassan,Valerie Rault,Patrick Truchot",COMM,10.1109/REM.2018.8421771,2018,2018-06-07,,,2018 19th International Conference on Research and Education in Mechatronics (REM),en
https://hal.archives-ouvertes.fr/hal-02025863,Sustainable Management of Roadside: Towards a Research Agenda,"Sandra Cecilia Sandra Cecilia,Mauricio Camargo Pardo,Laure Morel,Christophe Bachmann",COMM,10.1109/ICE.2018.8436326,2018,2018-06-17,,,"2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.archives-ouvertes.fr/hal-01837933,Overview of phenomena occurring in supply chains during the emergence of innovation,"Brunelle Marche,Vincent Boly,Laure Morel,Mauricio Camargo,J. Roland Ortt",ART,10.1080/16258312.2017.1354649,2017,2017-10-04,Supply Chain Forum: An International Journal,Kedge Business School,,en
https://hal.archives-ouvertes.fr/hal-02453817,Spaces to foster and sustain innovation: Towards a conceptual framework,"Ferney Osorio Bustamante,Jose Ismael Pena Reyes,Mauricio Camargo,Laurent Dupont",COMM,10.1109/ICE.2015.7438661,2015,2015-06-22,,,"2015 IEEE International Conference on Engineering, Technology and Innovation/ International Technology Management Conference (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-01522702,Towards a safe systems engineering,"Pierre Mauborgne,Samuel Deniaud,Eric Levrat,Jean-Pierre Micaëlli,Eric Bonjour,Pascal Lamothe,Dominique Loise",ART,10.1002/inst.201316421,2013,2013-12,INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,en
https://hal.univ-lorraine.fr/hal-01915689,Assisting Urban Planning Practitioners Facing UHI and Related Vulnerability Issues with a Co-Designed Tool : DIACLIMAP Project,"Julien Bouyer,François E. Leconte,Rémy Claverie,Adrien Ferry,Rémi Pierrat,Géraldine Bur,Dominique Hebrard,Pierre Lainé,Benjamin Piccinnini,Philippe Jary,Laëtitia Boithias,Laurent Dupont,Olivier Chery",COMM,,2018,2018-08-06,,,10th International Conference on Urban Climate/14th Symposium on the Urban Environment,en
https://hal.univ-lorraine.fr/hal-01624970,ISO 50500 series innovation management: overview and potential usages in organizations,"Alice de Casanove,Laure Morel,Stéphane Negny",COMM,,2017,2017-06-18,,,ISPIM,en
https://hal.univ-lorraine.fr/hal-02789494,INNOVATION MANAGEMENT PRINCIPLES FROM ISO 50500 SERIES,"Alice de Casanove,Laure Morel",COMM,,2018,2018-04-22,,,International Association for Management of Technology IAMOT 2018,en
https://hal.archives-ouvertes.fr/hal-01061477,Multicriteria optimization of production conditions for a new phthalate-free PVC plasticizer,"Oscar Suarez,Paulo Narvaez,Jean-Pierre Corriou,Mauricio Camargo,Christian Fonteix",ART,10.1016/j.jiec.2013.09.021,2014,2014-05-06,Journal of Industrial and Engineering Chemistry,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01332552,Cost and efficiency assessment during deep energy refurbishment strategies: A case-study-based methodology,"Lamia Brissel,Laurent Dupont,Laure Morel,Claudine Guidat",ART,,2016,2016,"International journal of energy, environment, economics",Nova Science Publishers,,en
https://hal.univ-lorraine.fr/hal-01522594,Functional economy: pertinence of principles for an energy efficiency program,"Grégory Kotnarovsky,Laure Morel,Monica David Le Bezvoët,S. Nösperger,Claudine Guidat",ART,,2013,2013,"International journal of energy, environment, economics",Nova Science Publishers,,en
https://hal.archives-ouvertes.fr/hal-00770474,Complex data structures in product design: a sequential approach to elicit customer perceptions,"Mauricio Camargo,Christian Fonteix,François Delmotte",ART,10.1504/IJAOM.2013.051325,2013,2013-01-04,International Journal of Advanced Operations Management,Inderscience,,en
https://hal.univ-lorraine.fr/tel-01751019,"Élaboration et mise en oeuvre d'un modèle organisationnel favorisant l'open innovation: contribution à l'innovation collaborative,Design and implementation of an organizational model for Open Innovation : Contribution to collaborative innovation",Alexis Steiner,THESE,,2014,2014-09-26,,,,fr
https://hal.univ-lorraine.fr/tel-01749467,"Contribution à une meilleure maîtrise des processus créatifs en co-conception : cas de l'ameublement en architecture d'intérieur,Contribution to a better control of creative contextual in terms of co-design: case of furniture in interior architecture",Wassem Ahmad,THESE,,2012,2012-11-08,,,,fr
https://hal.univ-lorraine.fr/tel-01752266,"Sustainability assessment of biodiesel production in Colombia,Évaluation de la durabilité de la production du biodiesel en Colombie",Sandra Cecilia Bautista Rodríguez,THESE,,2015,2015-12-04,,,,en
https://hal.archives-ouvertes.fr/hal-01238412,Editorial of INSIGHT Special Issue: AFIS Doctoral Symposium: Advancing Systems Analysis and Modeling in French Universities,"Hervé Panetto,Frédérique Mayer,Eric Bonjour",ART,10.1002/inst.12052,2015,2015-12,INSIGHT - International Council on Systems Engineering (INCOSE),Wiley,,en
https://hal.archives-ouvertes.fr/hal-02845177,Towards an improved acceptability assessment model of innovative solutions in the design phase,"Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour",ART,10.1504/IJBIS.2020.10029802,2020,2020,International Journal of Business Information Systems,Inderscience,,en
https://hal.univ-lorraine.fr/hal-02507196,Living lab organization and practices as useful tools to stimulate innovation in forestry practices,"Maxence Arnould,Laure Morel,Meriem Fournier",COMM,,2020,2020-02-26,,,Governing and managing forests for multiple ecosystem services across the globe,en
https://hal.archives-ouvertes.fr/hal-02962107,Multi-criteria Optimization for the Design and Operation of Distributed Energy Systems Considering Sustainability Dimensions,"Juan Fonseca,Jean-Marc Commenge,Mauricio Camargo,Laurent Falk,Iván Gil",ART,10.1016/j.energy.2020.118989,2020,2020-10,Energy,Elsevier,,en
https://hal-emse.ccsd.cnrs.fr/emse-01072496,"Transition industrielle vers des offres intégrées "" produits/services","Xavier Boucher,Marie-Reine Boudarel,Damien Poyard",ART,,2014,2014,Revue française de gestion industrielle,Association française de gestion industrielle,,fr
https://hal.archives-ouvertes.fr/hal-00788151,A situation model to support awareness in collaborative design,"Farouk Belkadi,Eric Bonjour,Mauricio Camargo,Nadège Troussier,Benoît Eynard",ART,10.1016/j.ijhcs.2012.03.002,2013,2013-01-07,International Journal of Human-Computer Studies,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-00645880,A framework for measuring logistics performance in the wine industry,"Fernanda Garcia,Martin Marchetta,Mauricio Camargo,Laure Morel,Raymundo Forradellas",ART,10.1016/j.ijpe.2011.08.003,2012,2012-01-01,International Journal of Production Economics,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02940313,An Approach Based on Bayesian Network for Improving Project Management Maturity: An Application to Reduce Cost Overrun Risks in Engineering Projects,"Felipe Sanchez,Eric Bonjour,Jean-Pierre Micaelli,Davy Monticolo",ART,10.1016/j.compind.2020.103227,2020,2020-08,Computers in Industry,Elsevier,,en
https://hal.inria.fr/hal-02974679,Définition d'une méthodologie d'indexation de documents textuels par étiquetage de séquences : application aux offres d'emploi,"H Ramdani,A Brun,E Bonjour,D Monticolo",COMM,,2020,2020-06-29,,,Conférence Nationale sur les Applications Pratiques de l’Intelligence Artificielle - APIA 2020,fr
https://hal.univ-lorraine.fr/hal-03030804,A Biocompatible 3-D printable Cellulose-based Material for Soil Science Research,"Javier Arrieta-Escobar,Nicolas Valette,Apolline Auclerc,Delphine Derrien,S. Ouvrard,Alaa Hassan,Vincent Boly,Véronique Falk,Marie-France Dignac",COMM,,2020,2020-10-12,,,5th International Conference on Bioinspired and Biobased Chemistry and Materials,en
