uri_s,title_s,authFullName_s,docType_s,doiId_s,publicationDateY_i,producedDate_s,journalTitle_s,journalPublisher_s,conferenceTitle_s,language_s
https://hal.archives-ouvertes.fr/hal-03033524,Chemical product design integrating MCDA : Performance prediction and human preferences modelling,"Oscar Yesid Suárez Palacios,Paulo César Narváez Rincón,Mauricio Camargo,Jean-Pierre Corriou,Christian Fonteix",ART,10.1002/cjce.23956,2020,2020,Canadian Journal of Chemical Engineering,Wiley,,en
https://hal.univ-lorraine.fr/hal-01522761,Application to innovation and protection capabilities of SMEs,"Manon Enjolras,Daniel Galvez\,,Mauricio Camargo,Laure Morel",COMM,,2014,2014-06-23,,,"International ICE Conference on Engineering, Technology and Innovation (ICE), 2014",en
https://hal.univ-lorraine.fr/hal-02365971,"Le lien entre innovation et exportation en PME\, Proposition d’un nouveau paradigme pour comprendre cette relation","Manon Enjolras,Christophe Schmitt,Mauricio Camargo",COMM,,2016,2016-10-27,,,13e Congrès international francophone en entrepreneuriat et PME (CIFEPME),fr
https://hal.archives-ouvertes.fr/hal-01987055,Innovation Agile : Regards Pluridisciplinaires,"Laurent Dupont,Laure Morel",ART,10.21494/ISTE.OP.2019.0312,2019,2019-01,Technologie et innovation,ISTE OpenScience,,fr
https://hal.univ-lorraine.fr/hal-01723991,"Living Lab\, Fab Lab : lieux ouverts de la culture scientifique.",Laurent Dupont,COMM,,2017,2017-05-05,,,Journées internationales de la culture scientifique (Science & You) - ACFAS,fr
https://hal.univ-lorraine.fr/hal-01736686,La Fabrique Nancy Grand Coeur : l'approche en mode Living Lab de la co-conception d'un projet d'EcoQuartier,Laurent Dupont,COMM,,2015,2015-04-29,,,Cycle de conférences projet urbain 2014-2015 Université de Liège,fr
https://hal.archives-ouvertes.fr/hal-01333488,When innovation supported by Fab Labs becomes a tool for territorial economic development: example of the first mobile Fab Lab in France.,"Laure Morel,Laurent Dupont,Pascal Lhoste",COMM,,2015,2015-06-08,,,IAMOT 2015 The 24th International Conference for the International Association of Management of Technology,en
https://hal.archives-ouvertes.fr/hal-01332233,Innovative public-private partnership to support Smart City: the case of “Chaire REVES”,"Laurent Dupont,Laure Morel,Claudine Guidat",ART,10.1108/JSMA-03-2015-0027,2015,2015,Journal of Strategy and Management,Emerald,,en
https://hal.archives-ouvertes.fr/hal-02560198,Mechanical Properties of Direct Waste Printing of Polylactic Acid with Universal Pellets Extruder: Comparison to Fused Filament Fabrication on Open-Source Desktop Three-Dimensional Printers,"Arthur Alexandre,Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo,Joshua Pearce",ART,10.1089/3dp.2019.0195,2020,2020-04-24,3D Printing and Additive Manufacturing,Mary Ann Liebert Inc.,,en
https://hal.archives-ouvertes.fr/hal-02941900,Connecting the strategic intent of innovation labs and projects: the case of the Green Fablab,"Thibaut Roux-Marchand,Fabio Cruz,Laurent Dupont,Mauricio Camargo,Ferney Osorio",COMM,10.1109/ICE/ITMC49519.2020.9198320,2020,2020-06-15,,,"2020 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-01522503,Creativity support systems: A systematic mapping study,"Alex Gabriel,Davy Monticolo,Mauricio Camargo,Mario Bourgault",ART,10.1016/j.tsc.2016.05.009,2016,2016-09,Thinking Skills and Creativity,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01332260,Study case: Living Lab Mode for urban project design: Emergence of an ad hoc methodology through collaborative innovation,"Laurent Dupont,Laure Morel,Julien Hubert,Claudine Guidat",COMM,10.1109/ICE.2014.6871550,2014,2014-06-23,,,"2014 International Conference on Engineering, Technology and Innovation (ICE)",en
https://hal.univ-lorraine.fr/tel-01759585,"Intégration du point de vue de l'usager et du citoyen dans le processus d'innovation,How to integrate users and citizens in innovation process ?",Julien Hubert,THESE,,2017,2017-06-20,,,,fr
https://hal.univ-lorraine.fr/hal-01522500,Biodiesel-triple bottom line (TBL): A new hierarchical sustainability assessment framework of principles criteria & indicators (PC&I) for biodiesel production. Part II-validation,"Sandra Bautista,M. Enjolras,P. Narvaez,Mauricio Camargo,Laure Morel",ART,10.1016/j.ecolind.2016.04.046,2016,2016-10,Ecological Indicators,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01522499,Biodiesel-TBL plus : A new hierarchical sustainability assessment framework of PC&I for biodiesel production - Part I,"Sandra Bautista,P. Narvaez,Mauricio Camargo,Olivier Chery,Laure Morel",ART,10.1016/j.ecolind.2015.06.020,2016,2016-01,Ecological Indicators,Elsevier,,en
https://hal-rennes-sb.archives-ouvertes.fr/hal-02004389,The effect of learning approaches on the utilization of external knowledge in strategic alliances,"Hamid Mazloomi Khamseh,Dominique Jolly,Laure Morel",ART,10.1016/j.indmarman.2016.12.004,2017,2017-05,Industrial Marketing Management,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01061480,Methodology To Predict PVC Plasticization Using Molecular Simulation by Pairs,"Oscar Suarez,Paulo Narvaez,Mauricio Camargo,Jean-Pierre Corriou",ART,10.1021/ie4021182,2013,2013,Industrial and engineering chemistry research,American Chemical Society,,en
https://hal.archives-ouvertes.fr/hal-02942122,Design Thinking to Enhance Requirements Analysis in Systems Engineering,"J. Batista,A. Hassan,E. Bonjour",COMM,10.1017/dsd.2020.257,2020,2020-10-26,,,DESIGN 2020,en
https://hal.archives-ouvertes.fr/hal-02942017,Use of Bayesian Network characteristics to link project management maturity and risk of project overcost,"Felipe Sanchez,Davy Monticolo,Eric Bonjour,Jean-Pierre Micaëlli",COMM,10.1109/SITIS.2018.00071,2018,2018-11-26,,,2018 14th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS),en
https://hal.univ-lorraine.fr/hal-01959506,Complex Systems Design & Management,"Gérard Auvray,Jean-Claude Bocquet,Eric Bonjour,Daniel Krob",DOUV,,2016,2016,,,"Sixth International Conference on Complex Systems Design & Management, CSD&M 2015",en
https://hal.archives-ouvertes.fr/hal-01954565,Spécification système d'interactions physico-physiologiques de perception sensorielle,"Frédérique Mayer,Jean-Marc Dupont,Fabien Bouffaron,Romain Lieber,Gérard Morel",COMM,,2018,2018-11-15,,,"3e Journées de l’Automatique du GDR MACS, JAMACS 2018",fr
https://hal.archives-ouvertes.fr/hal-02367404,System‐centered specification of physico–physiological interactions of sensory perception,"Jean-Marc Dupont,Frédérique Mayer,Fabien Bouffaron,Romain Lieber,Gérard Morel",COUV,10.1002/9781119644576,2019,2019-07-15,,,,en
https://hal.archives-ouvertes.fr/hal-02155509,Spécification centrée système d’interactions physico-physiologiques de perception sensorielle,"Jean-Marc Dupont,Frédérique Mayer,Fabien Bouffaron,Romain Lieber,Gérard Morel",COUV,,2019,2019-01,,,,fr
https://hal.univ-lorraine.fr/hal-01522507,An organizational approach to designing an intelligent knowledge-based system: Application to the decision-making process in design projects,"Julien Girodon,Davy Monticolo,Eric Bonjour,Maggy Perrier",ART,10.1016/j.aei.2015.07.001,2015,2015-08,Advanced Engineering Informatics,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02941988,Adapting project management maturity models for the Industry 4.0,"Felipe Sanchez Garzon,Davy Monticolo,Eric Bonjour,Jean-Pierre Micaëlli",COMM,,2019,2019-04-11,,,Project Management Congress: Research meets Practice. Towards Project Management 3.0,en
https://hal.archives-ouvertes.fr/hal-01321071,Operational and system hazard analysis in a safe systems requirement engineering process – Application to automotive industry,"Pierre Mauborgne,Samuel Deniaud,Eric Levrat,Eric Bonjour,Jean-Pierre Micaëlli,Dominique Loise",ART,10.1016/j.ssci.2016.04.011,2016,2016-08-01,Safety Science,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01868707,Predicting Air Quality by Integrating a Mesoscopic Traffic Simulation Model and Simplified Air Pollutant Estimation Models,"Adriana Simona Mihăiţă,Mirian Benavides Ortiz,Mauricio Camargo,Chen Cai",ART,10.1007/s13177-018-0160-z,2018,2018,International Journal of Intelligent Transportation Systems Research,Springer Verlag,,en
https://hal.univ-lorraine.fr/hal-01838376,Design of a Single DOF Gripper based on Four-bar and Slider-crank Mechanism for Educational Purposes,"Alaa Hassan,Mouhammad Abomoharam",ART,10.1016/j.procir.2014.02.062,2014,2014,Procedia CIRP,ELSEVIER,,en
https://hal.archives-ouvertes.fr/hal-02284566,Application of Decision-Making Methods in Smart City Projects: A Systematic Literature Review,"Giang Tran Thi Hoang,Laurent Dupont,Mauricio Camargo",ART,10.3390/smartcities2030027,2019,2019-09,Smart Cities,MDPI,,en
https://hal.archives-ouvertes.fr/hal-02568984,Analysis and Improvement of an Innovative Solution Through Risk Reduction: Application to Home Care for the Elderly,"Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour",ART,10.25046/aj050321,2020,2020-05-08,"Advances in Science, Technology and Engineering Systems Journal",Advances in Science Technology and Engineering Systems Journal (ASTESJ),,en
https://tel.archives-ouvertes.fr/tel-01946850,"From product design to supply chain design : Which methodologies for the upstream stages of innovation?,De la conception de produit à la conception de filière : Quelles méthodologies pour les étapes amont de l’innovation ?",Brunelle Marche,THESE,,2018,2018-11-22,,,,en
https://tel.archives-ouvertes.fr/tel-01668459,"Methodological proposition to evaluate polymer recycling in open-source additive manufacturing contexts,Proposition d'une approche méthodologique permettant d'évaluer le recyclage des polymères dans un contexte de fabrication additive open-source",Fabio Alberto Cruz Sanchez,THESE,,2016,2016-12-09,,,,en
https://tel.archives-ouvertes.fr/tel-01529769,"Gestion des connaissances lors d’un processus collaboratif de créativité,Knowledge management during a collaborative creative process",Alex Gabriel,THESE,,2016,2016-12-07,,,,fr
https://tel.archives-ouvertes.fr/tel-01816267,"Biorefinery supply chain design optimization under sustainability dimensions,Optimisation de la conception de la chaîne d’approvisionnement pour une bioraffinerie durable",Andrea Teresa Espinoza Pérez,THESE,,2017,2017-12-07,,,,en
https://hal.univ-lorraine.fr/tel-02555923,"Supporting the transformation of a company's project management by elaborating an invariant-based project management maturity model and a causal predictive model between maturity criteria and project performance,Soutien à la transformation de la gestion de projet d'une entreprise par l'élaboration d'un modèle de maturité de gestion de projet et d'un modèle prédictif causal entre les critères de maturité et la performance du projet",Felipe Sanchez Garzon,THESE,,2019,2019-11-19,,,,en
https://tel.archives-ouvertes.fr/tel-01497964,"Vers une ingénierie de systèmes sûrs de fonctionnement basée sur les modèles en conception innovante,Towards a Safe Systems Engineering",Pierre Mauborgne,THESE,,2016,2016-05-03,,,,fr
https://tel.archives-ouvertes.fr/tel-01736435,"Analyse des mécanismes de captation et d’exploitation des connaissances pour accompagner l’innovation,Analysis of knowledge capture and exploitation mechanisms to support innovation",Hélène Gitchenko,THESE,,2016,2016-12-16,,,,fr
https://hal.univ-lorraine.fr/hal-01960097,Fab Labs : L’usager Innovateur,"Laure Morel,Serge Le Roux",DOUV,,2016,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01960260,L’intelligence de soi au service de groupes d’étudiants,Raphaël Bary,COUV,,2014,2014,,,,fr
https://hal.univ-lorraine.fr/hal-01960294,Comment réusir le pilotage d’un projet d’innovation dans une PME/PMI,"Laure Morel,Mauricio Camargo,Vincent Boly",COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01960316,De la connaissance de soi à la compréhension de l'autre,"Raphaël Bary,Martine Tani",COUV,,2016,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01960221,Innovation in chemical engineering industries,"Oliver Potier,Mauricio Camargo",COUV,,2013,2013,,,,en
https://hal.univ-lorraine.fr/hal-01959462,Un outil pour mesurer la capacité d’innovation :l’Indice d’Innovation Potentielle,Daniel Galvez Manriquez,COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959447,"Eco-conception\, conception et innovation","Smaïl Aït-El-Hadj,Vincent Boly",DOUV,,2013,2013,,,,fr
https://hal.univ-lorraine.fr/hal-01959459,"Capacité d’innovation des PME\, ce qu’il faut mesurer","Mauricio Camargo,Vincent Boly,Laure Morel",COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959463,Élaboration d’une stratégie de développement à partir de la mesure de la capacité à innover,Daniel Galvez Manriquez,COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959466,Mesurer la performance dans le pilotage d’un projet d’innovation,"Laure Morel,Vincent Boly,Mauricio Camargo",COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959472,Mesurer l’adéquation entre les pratiques de gestion de projet et les caractéristiques du projet innovant,J. Claire,COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01959490,RO2I un outil de mesure de l’intérêt de l’« Open innovation » pour un projet,Alexis Steiner,COUV,,2015,2015,,,,fr
https://hal.univ-lorraine.fr/hal-01960108,Ingénierie de l’innovation,"Vincent Boly,Mauricio Camargo,Laure Morel",DOUV,,2016,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01960303,Démocratisation de la fabrication additive : impression 3D et FabLabs,"Hakim Boudaoud,Vincent Boly",COUV,,2016,2016,,,,fr
https://hal.univ-lorraine.fr/hal-01960249,L'innovation par‐delà la science : quand l'émergence est multiple,"Vincent Boly,Laure Morel,Mauricio Camargo",COUV,,2014,2014,,,,fr
https://hal.univ-lorraine.fr/hal-01796613,Multi-objective traffic signal optimization using 3D mesoscopic simulation and evolutionary algorithms,"Adriana Simona Mihăiţă,Laurent Dupont,Mauricio Camargo",ART,10.1016/j.simpat.2018.05.005,2018,2018-08,Simulation Modelling Practice and Theory,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02942265,Complex Systems Design & Management - CSDM 2018 Proceedings,"Eric Bonjour,Daniel Krob,Luca Palladino,François Stephan",OUV,10.1007/978-3-030-04209-7,2019,2019,,,,en
https://hal.archives-ouvertes.fr/hal-01891121,From descriptive customer data to need definition: a formalised approach,"Vincent Boly,Laure Morel,Mauricio Camargo,Helmi Ben Rejeb",ART,10.1504/IJPD.2016.10004476,2016,2016,International Journal of Product Development,Inderscience,,en
https://halshs.archives-ouvertes.fr/halshs-01220604,How to implement abstract design paradigm? The Case of requirements engineering,"Jean-Pierre Micaëlli,Samuel Deniaud,Eric Bonjour",ART,10.1504/IJPD.2013.053498,2013,2013,International Journal of Product Development,Inderscience,,en
https://hal.archives-ouvertes.fr/hal-00768972,Studying the Implications and Impact of Smartphones on Self-Directed Learning Under a Living Lab Approach,"Mauricio Camargo,Raphaël Bary,Nathalie Skiba,Vincent Boly,Smith Richard",ART,10.1504/IJPD.2012.051151,2012,2012-12-20,International Journal of Product Development,Inderscience,,en
https://hal-ecp.archives-ouvertes.fr/hal-01152287,A methodology for the development of innovation clusters: application in the health care sector,"Benjamin Zimmer,Julie Stal-Le Cardinal,Bernard Yannou,Gilles Le Cardinal,François Piette,Vincent Boly",ART,10.1504/IJTM.2014.064017,2014,2014,International Journal of Innovation and Technology Management,World Scientific Publishing,,en
https://hal.univ-lorraine.fr/hal-01522508,A fuzzy integral based methodology to elicit semantic spaces in usability tests,"Mauricio Camargo,Laurent Wendling,Eric Bonjour",ART,10.1016/j.ergon.2013.08.007,2014,2014-01,International Journal of Industrial Ergonomics,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02072187,Multiobjective optimization for the design of phase III biorefinery sustainable supply chain,"Andrea Teresa Espinoza Pérez,Paulo César Narváez Rincón,Mauricio Camargo,Miguel Domingo Alfaro Marchant",ART,10.1016/j.jclepro.2019.02.268,2019,2019-03,Journal of Cleaner Production,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01522693,Improving the idea selection process in creative workshops through contextualisation,"Alex Gabriel,Mauricio Camargo,Davy Monticolo,Vincent Boly,Mario Bourgault",ART,10.1016/j.jclepro.2016.05.039,2016,2016,Journal of Cleaner Production,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02061928,"Evaluating air quality by combining stationary\, smart mobile pollution monitoring and data-driven modelling","Adriana Simona Mihăiţă,Laurent Dupont,Olivier Chery,Mauricio Camargo,Chen Cai",ART,10.1016/j.jclepro.2019.02.179,2019,2019-06,Journal of Cleaner Production,Elsevier,,en
https://hal.univ-lorraine.fr/hal-01959528,A system dynamics approach for sustainability assessment of biodiesel production in Colombia. Baseline simulation,"Sandra Bautista,Andrea Espinoza,Paulo Narvaez,Mauricio Camargo,Laure Morel",ART,10.1016/j.jclepro.2018.12.111,2018,2018-12,Journal of Cleaner Production,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02560191,Plastic recycling in additive manufacturing: a systematic literature review and opportunities for the circular economy,"Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo,Joshua Pearce",ART,10.1016/j.jclepro.2020.121602,2020,2020-08,Journal of Cleaner Production,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01838698,Sustainability assessment to support governmental biodiesel policy in Colombia: A system dynamics model,"A. Espinoza,S. Bautista,P.C. Narváez,M. Alfaro,M. Camargo",ART,10.1016/j.jclepro.2016.09.168,2017,2017-01,Journal of Cleaner Production,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02884574,Applying a Living Lab Approach to Smart Grid Training Course Design,"Alex Gabriel,Kévin Berger,Laurent Dupont,Valerie Rault,Mauricio Camargo,Frédérique Mayer",COMM,10.1109/ICE/ITMC49519.2020.9198604,2020,2020-06-15,,,"2020 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.univ-lorraine.fr/hal-01513733,Vibration Modeling of Multilayer Composite Structures with Viscoelastic Layers,"Komlan Akoussan,Hakim Boudaoud,Daya El-Mostafa,E. Carrera",ART,10.1080/15376494.2014.907951,2015,2015,Mechanics of Advanced Materials and Structures,Taylor & Francis,,en
https://hal.archives-ouvertes.fr/hal-03066092,Semantic Approach to Analyze Creativity Corpus,"Davy Monticolo,Alex Gabriel,Pedro Chavez",COMM,10.1145/3089871.3089897,2017,2017-05-25,,,"the 2017 International Conference on Data Mining, Communications and Information Technology",en
https://hal.archives-ouvertes.fr/hal-03066106,Virtual Reality and Recommendation System to Design Mobility System,"Alex Gabriel,Mario Ortiz",COMM,10.1109/SITIS.2017.86,2017,2017-12-04,,,2017 13th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS),en
https://hal.archives-ouvertes.fr/hal-03066144,Conceptual Framework of an Intelligent System to Support Creative Workshops,"Alex Gabriel,Davy Monticolo,Mauricio Camargo,Mario Bourgault",COUV,10.1007/978-3-319-56593-4_11,2017,2017-07-26,,,,en
https://hal.archives-ouvertes.fr/hal-03066129,Ontology to Represent the Knowledge Domain of a Creative Workshop,"Alex Gabriel,Davy Monticolo,Mauricio Camargo,Mario Bourgault",COMM,10.1109/SITIS.2016.102,2016,2016-11-28,,,2016 12th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS),en
https://hal.archives-ouvertes.fr/hal-03066071,Une approche de conception de systèmes multi-agents dédiés à la gestion des connaissances,"Davy Monticolo,Alex Gabriel,Pedro Chavez Barrios",ART,10.3166/ISI.23.2.61-88,2018,2018-04-28,Ingéniérie des Systèmes d'Information,Lavoisier,,fr
https://hal.archives-ouvertes.fr/hal-00724126,Improving performance evaluation metrics to manage innovative projects,"Vincent Boly,Laure Morel,Mauricio Camargo",ART,10.1504/IJTIP.2012.048571,2012,2012-08-10,International Journal of Technology Intelligence and Planning,Inderscience,,en
https://hal.archives-ouvertes.fr/hal-02500518,Approche prospectiviste dans la conception de filière alternative : Application au cas de la lignine,"Brunelle Marche,Javier Arrieta-Escobar,Vincent Boly,Juan Solarte-Toro,Carlos Ariel Cardona Alzate",COMM,,2019,2019-11-18,,,8èmes journées du GDR 3544 « Sciences du bois »,fr
https://hal.archives-ouvertes.fr/hal-01331610,Le Lorraine Fab Living Lab : la 4ème dimension de l’innovation,"Laurent Dupont,Laure Morel,Pascal Lhoste",COMM,,2015,2015-06-02,,,Journées Hubert Curien,fr
https://hal.univ-lorraine.fr/hal-01723994,"Concevoir des projets urbains en intégrant l'expertise d'usage : Observation et évaluation des apports d'un espace de travail collaboratif pour améliorer la concertation publique. Rapport final de recherche\, Programme Concertation\, Décision et Environnement du MEDAD","Laurent Dupont,Laure Morel,Claudine Guidat,Julien Hubert,Revel Martine",REPORT,,2012,2012-12-14,,,,fr
https://hal.univ-lorraine.fr/tel-01750766,"Croissance\, innovation et gestion dans les petites et moyennes entreprises industrielles du Nord-Ouest de l'Argentine: un modèle relationnel quantitatif,Growth\, innovation and management in small and medium-size industrial enterprises of Northwest of Argentina: a quantitative relational model",Julio César Rodríguez Rey,THESE,,2014,2014-04-07,,,,fr
https://hal.archives-ouvertes.fr/hal-02560166,Challenges and trends in the valuation of ecosystem services in agro-ecosystems: a systematic revision,"Vadimir Melgarejo-Carreno,Sandra Cecilia Bautista Rodríguez,Mauricio Camargo",ART,,2020,2020-03,Tropical and Subtropical Agroecosystems,,,en
https://hal.univ-lorraine.fr/hal-01522630,Towards a standard experimental protocol for open source additive manufacturing,"Fabio Alberto Cruz Sanchez,Hakim Boudaoud,Laurent Muller,Mauricio Camargo",ART,10.1080/17452759.2014.919553,2014,2014,Virtual and Physical Prototyping,Taylor & Francis,,en
https://hal.archives-ouvertes.fr/hal-01837935,A new fuzzy logic-based metric to measure lean warehousing performance,"Nicolás Buonamico,Laurent Muller,Mauricio Camargo",ART,10.1080/16258312.2017.1293466,2017,2017-07-28,Supply Chain Forum: An International Journal,Kedge Business School,,en
https://hal.univ-lorraine.fr/hal-02918803,Dealing with acceptability of innovative solutions for active travels in urban environment : Proposition of a sensory-emotional approach as a cornerstone of user experience design,"Aline Convolte,Frédérique Mayer,Claudine Guidat,Vuillemin Anne",COMM,10.1109/ICE/ITMC39735.2016.9026153,2016,2016-06-13,,,"2016 International Conference on Engineering, Technology and Innovation/IEEE lnternational Technology Management Conference (ICE/ITMC}",en
https://hal.archives-ouvertes.fr/hal-02339889,Editorial - Special issue on System of Systems Engineering,"Franck Davoine,Eric Bonjour",ART,10.1002/sys.21525,2019,2019-11,Systems Engineering,Wiley,,en
https://hal.archives-ouvertes.fr/hal-01987047,Design and management of innovation laboratories: Toward a performance assessment tool,"Ferney Osorio,Laurent Dupont,Mauricio Camargo,Pedro Palominos,José Ismael Peña,Miguel Alfaro",ART,10.1111/caim.12301,2019,2019-01-17,Creativity and Innovation Management,Wiley,,en
https://hal.univ-lorraine.fr/hal-01919436,"Understanding user representations\, a new development path for supporting Smart City policy: Evaluation of the electric car use in Lorraine Region","Laurent Dupont,Julien Hubert,Claudine Guidat,Mauricio Camargo",ART,10.1016/j.techfore.2018.10.027,2019,2019-05,Technological Forecasting and Social Change,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-02051719,Donner forme à un réseau pour accompagner la transformation pédagogique,"Raphaël Bary,Marie-Reine Boudarel",REPORT,,2019,2019-01-31,,,,fr
https://hal.archives-ouvertes.fr/tel-01752010v2,"Proposition d'une approche d'amélioration des performances des organisations par le management opérationnel de leurs connaissances et compétences,Proposing a performance improvement approach to organizations by the operational management of their knowledge and competences",Julien Girodon,THESE,,2015,2015-08-26,,,,fr
https://hal.univ-lorraine.fr/hal-01785418,"Rapport technique final du thème « Performance énergétique global et ville intelligente » à l’usage du Grand Nancy et des acteurs de l’EcoQuartier.,Final technical report of the theme ""Energy efficiency and smart city"" for the use of the actors of Greater Nancy and the Econeighborhood' stakeholders.","Laurent Dupont,Jonathan Lacroix,Julien Hubert",REPORT,,2014,2014-05,,,,fr
https://hal.archives-ouvertes.fr/hal-01838119,Innovative product's supply chain: How to model it,"Brunelle Marche,Vincent Boly,Laure Morel,Frédérique Mayer,J. Roland Ortt",COMM,10.1109/ICE.2017.8279887,2017,2017-06-27,,,"2017 International Conference on Engineering, Technology and Innovation (ICE/ITMC)",en
https://hal.archives-ouvertes.fr/hal-01891266,Observing innovation impacts on supply chain: the case of the Swatch,"Brunelle Marche,Vincent Boly,J. Ortt",COMM,,2016,2016-06-13,,,"International Conference on Engineering, Technology & Innovation",en
https://hal.univ-lorraine.fr/tel-01751365,"Approche organisationnelle basée sur le paradigme agent pour la synthèse et la réutilisation des connaissances en ingénierie collaborative,Organizational agent based approach for the synthesis and reuse of knowledge in collaborative engineering",Hind Darwich Akoum,THESE,,2014,2014-10-10,,,,fr
https://hal.univ-lorraine.fr/tel-02075480,"Strategy and Method for the Elaboration\, Development and Optimization of an Innovative Recycling Process,Stratégie et méthode pour l'élaboration\, le développement et l'optimisation d'un processus de recyclage innovant",Elisa Bonaldi,THESE,,2015,2015-09-04,,,,en
https://hal.univ-lorraine.fr/hal-01522504,Sensitivity analysis of the damping properties of viscoelastic composite structures according to the layers thicknesses,"Komlan Akoussan,Hakim Boudaoud,El Mostafa Daya,Yao Koutsawa,Erasmo Carrera",ART,10.1016/j.compstruct.2016.03.061,2016,2016-08,Composite Structures,Elsevier,,en
https://hal.archives-ouvertes.fr/hal-01333553,Rapport final de la Tâche 1 du Projet INCERDD « prise en compte des INCertitudes pour des Décisions Durables » - ANR Ville Durable,"Laurent Dupont,Laure Morel,Lamia Brissel,Olivier Chery,Mauricio Camargo,Julien Hubert,Alissia Gouju,Jonathan Lacroix",REPORT,,2015,2015-04-01,,,,fr
https://hal.archives-ouvertes.fr/hal-01332439,Rapport final de la Tâche 1 du Projet INCERDD « prise en compte des INCertitudes pour des Décisions Durables » - ANR Ville Durable,"Laurent Dupont,Laure Morel,Lamia Brissel,Olivier Chery,Mauricio Camargo,Julien Hubert,Alissia Gouju,Jonathan Lacroix",REPORT,,2015,2015-04-01,,,,fr
https://hal.univ-lorraine.fr/hal-02917327,3D printing: An emerging opportunity for soil science,"Javier Arrieta-Escobar,Delphine Derrien,Stéphanie Ouvrard,Elnaz Asadollahi-Yazdi,Alaa Hassan,Vincent Boly,Anne-Julie Tinet,Marie-France Dignac",ART,10.1016/j.geoderma.2020.114588,2020,2020-11,Geoderma,,,en
https://hal.univ-lorraine.fr/tel-01750348,"Évaluation du potentiel de durabilité d'un projet de rénovation urbain en phase de pré-conception grâce à la conception à objectif désigné (COD),Evaluation of the sustainability potential in urban renewal project at the pre-design phase through to ""Design to Objective"" method (DTO)",Mohammadreza Mehrabanigolzar,THESE,,2013,2013-05-22,,,,fr
https://hal.archives-ouvertes.fr/hal-01332286,Le « technicien-citoyen » et La Fabrique Nancy Grand Cœur : le prisme de l’usage dans la conception d’un écoquartier,"Laurent Dupont,Laure Morel,Claudine Guidat,Julien Hubert,Martine Revel",COUV,,2015,2015-11-01,,,,fr
https://hal.univ-lorraine.fr/tel-01749338,"Design d'un territoire avec des bâtiments sans énergie fossile à l'horizon 2050,Design no fossil fuel consumptions in building sector for 2050",Grégory Kotnarovsky,THESE,,2013,2013-02-27,,,,fr
https://hal.archives-ouvertes.fr/tel-01312308,Approches organisationnelles pour la conception de systèmes multi-agents dédiés à la gestion des connaissances; Application aux projets d'ingénierie et d'innovation Composition du jury,Davy Monticolo,HDR,,2015,2015-12-11,,,,fr
https://hal.archives-ouvertes.fr/hal-01891094,L’optimisation multi-échelle appliquée a l’analyse prospective d’une filière produit,"Brunelle Marche,Vincent Boly,Frédérique Mayer,Laure Morel",COMM,,2017,2017-07,,,16ème Congrès de la Société Française de Génie des Procédés,fr
https://hal.archives-ouvertes.fr/hal-01891016,OBSERVING NEW PRODUCT IMPACTS ON SECTORS VALUE CHAINS: THE CASE OF A FRENCH ELECTRONIC SME,"Brunelle Marche,Vincent Boly,Roland Ortt",COMM,,2016,2016-05,,,IAMOT,en
https://hal.univ-lorraine.fr/hal-02507166,Conception et évaluation de systèmes d'innovation pour mieux mobiliser les bois en petite propriété forestière privée,"Maxence Arnould,Laure Morel,Meriem Fournier",COMM,,2018,2018-11-20,,,7 èmes journées du GDR 3544 « Sciences du bois »,fr
